Text,Book,Chapter,Verse,Lemma,POS,ID,
Βίβλος,Matt,1,1,βίβλος,nnfsc,10001,
γενέσεως,Matt,1,1,γένεσις,ngfsc,10002,
Ἰησοῦ,Matt,1,1,Ἰησοῦς,ngmsp,10003,
Χριστοῦ,Matt,1,1,Χριστός,ngmsp,10004,
υἱοῦ,Matt,1,1,υἱός,ngmsc,10005,
Δαυὶδ,Matt,1,1,Δαυίδ,ngmsp,10006,
υἱοῦ,Matt,1,1,υἱός,ngmsc,10007,
Ἀβραάμ,Matt,1,1,Ἀβραάμ,ngmsp,10008,
Ἀβραὰμ,Matt,1,2,Ἀβραάμ,nnmsp,10009,
ἐγέννησεν,Matt,1,2,γεννάω,viaa3s,10010,
τὸν,Matt,1,2,ὁ,dams,10011,
Ἰσαάκ,Matt,1,2,Ἰσαάκ,namsp,10012,
Ἰσαὰκ,Matt,1,2,Ἰσαάκ,nnmsp,10013,
δὲ,Matt,1,2,δέ,cc,10014,
ἐγέννησεν,Matt,1,2,γεννάω,viaa3s,10015,
τὸν,Matt,1,2,ὁ,dams,10016,
Ἰακώβ,Matt,1,2,Ἰακώβ,namsp,10017,
Ἰακὼβ,Matt,1,2,Ἰακώβ,nnmsp,10018,
δὲ,Matt,1,2,δέ,cc,10019,
ἐγέννησεν,Matt,1,2,γεννάω,viaa3s,10020,
τὸν,Matt,1,2,ὁ,dams,10021,
Ἰούδαν,Matt,1,2,Ἰούδας,namsp,10022,
καὶ,Matt,1,2,καί,cc,10023,
τοὺς,Matt,1,2,ὁ,damp,10024,
ἀδελφοὺς,Matt,1,2,ἀδελφός,nampc,10025,
αὐτοῦ,Matt,1,2,αὐτός,rpgms,10026,
Ἰούδας,Matt,1,3,Ἰούδας,nnmsp,10027,
δὲ,Matt,1,3,δέ,cc,10028,
ἐγέννησεν,Matt,1,3,γεννάω,viaa3s,10029,
τὸν,Matt,1,3,ὁ,dams,10030,
Φάρες,Matt,1,3,Φάρες,namsp,10031,
καὶ,Matt,1,3,καί,cc,10032,
τὸν,Matt,1,3,ὁ,dams,10033,
Ζάρα,Matt,1,3,Ζάρα,namsp,10034,
ἐκ,Matt,1,3,ἐκ,pg,10035,
τῆς,Matt,1,3,ὁ,dgfs,10036,
Θαμάρ,Matt,1,3,Θαμάρ,ngfsp,10037,
Φάρες,Matt,1,3,Φάρες,nnmsp,10038,
δὲ,Matt,1,3,δέ,cc,10039,
ἐγέννησεν,Matt,1,3,γεννάω,viaa3s,10040,
τὸν,Matt,1,3,ὁ,dams,10041,
Ἑσρώμ,Matt,1,3,Ἑσρώμ,namsp,10042,
Ἑσρὼμ,Matt,1,3,Ἑσρώμ,nnmsp,10043,
δὲ,Matt,1,3,δέ,cc,10044,
ἐγέννησεν,Matt,1,3,γεννάω,viaa3s,10045,
τὸν,Matt,1,3,ὁ,dams,10046,
Ἀράμ,Matt,1,3,Ἀράμ,namsp,10047,
Ἀρὰμ,Matt,1,4,Ἀράμ,nnmsp,10048,
δὲ,Matt,1,4,δέ,cc,10049,
ἐγέννησεν,Matt,1,4,γεννάω,viaa3s,10050,
τὸν,Matt,1,4,ὁ,dams,10051,
Ἀμιναδάβ,Matt,1,4,Ἀμιναδάβ,namsp,10052,
Ἀμιναδὰβ,Matt,1,4,Ἀμιναδάβ,nnmsp,10053,
δὲ,Matt,1,4,δέ,cc,10054,
ἐγέννησεν,Matt,1,4,γεννάω,viaa3s,10055,
τὸν,Matt,1,4,ὁ,dams,10056,
Ναασσών,Matt,1,4,Ναασσών,namsp,10057,
Ναασσὼν,Matt,1,4,Ναασσών,nnmsp,10058,
δὲ,Matt,1,4,δέ,cc,10059,
ἐγέννησεν,Matt,1,4,γεννάω,viaa3s,10060,
τὸν,Matt,1,4,ὁ,dams,10061,
Σαλμών,Matt,1,4,Σαλμών,namsp,10062,
Σαλμὼν,Matt,1,5,Σαλμών,nnmsp,10063,
δὲ,Matt,1,5,δέ,cc,10064,
ἐγέννησεν,Matt,1,5,γεννάω,viaa3s,10065,
τὸν,Matt,1,5,ὁ,dams,10066,
Βόες,Matt,1,5,Βόες,namsp,10067,
ἐκ,Matt,1,5,ἐκ,pg,10068,
τῆς,Matt,1,5,ὁ,dgfs,10069,
Ῥαχάβ,Matt,1,5,Ῥαχάβ,ngfsp,10070,
Βόες,Matt,1,5,Βόες,nnmsp,10071,
δὲ,Matt,1,5,δέ,cc,10072,
ἐγέννησεν,Matt,1,5,γεννάω,viaa3s,10073,
τὸν,Matt,1,5,ὁ,dams,10074,
Ἰωβὴδ,Matt,1,5,Ἰωβήδ,namsp,10075,
ἐκ,Matt,1,5,ἐκ,pg,10076,
τῆς,Matt,1,5,ὁ,dgfs,10077,
Ῥούθ,Matt,1,5,Ῥούθ,ngfsp,10078,
Ἰωβὴδ,Matt,1,5,Ἰωβήδ,nnmsp,10079,
δὲ,Matt,1,5,δέ,cc,10080,
ἐγέννησεν,Matt,1,5,γεννάω,viaa3s,10081,
τὸν,Matt,1,5,ὁ,dams,10082,
Ἰεσσαί,Matt,1,5,Ἰεσσαί,namsp,10083,
Ἰεσσαὶ,Matt,1,6,Ἰεσσαί,nnmsp,10084,
δὲ,Matt,1,6,δέ,cc,10085,
ἐγέννησεν,Matt,1,6,γεννάω,viaa3s,10086,
τὸν,Matt,1,6,ὁ,dams,10087,
Δαυὶδ,Matt,1,6,Δαυίδ,namsp,10088,
τὸν,Matt,1,6,ὁ,dams,10089,
βασιλέα,Matt,1,6,βασιλεύς,namsc,10090,
Δαυὶδ,Matt,1,6,Δαυίδ,nnmsp,10091,
δὲ,Matt,1,6,δέ,cc,10092,
ἐγέννησεν,Matt,1,6,γεννάω,viaa3s,10093,
τὸν,Matt,1,6,ὁ,dams,10094,
Σολομῶνα,Matt,1,6,Σολομών,namsp,10095,
ἐκ,Matt,1,6,ἐκ,pg,10096,
τῆς,Matt,1,6,ὁ,dgfs,10097,
τοῦ,Matt,1,6,ὁ,dgms,10098,
Οὐρίου,Matt,1,6,Οὐρίας,ngmsp,10099,
Σολομὼν,Matt,1,7,Σολομών,nnmsp,10100,
δὲ,Matt,1,7,δέ,cc,10101,
ἐγέννησεν,Matt,1,7,γεννάω,viaa3s,10102,
τὸν,Matt,1,7,ὁ,dams,10103,
Ῥοβοάμ,Matt,1,7,Ῥοβοάμ,namsp,10104,
Ῥοβοὰμ,Matt,1,7,Ῥοβοάμ,nnmsp,10105,
δὲ,Matt,1,7,δέ,cc,10106,
ἐγέννησεν,Matt,1,7,γεννάω,viaa3s,10107,
τὸν,Matt,1,7,ὁ,dams,10108,
Ἀβιά,Matt,1,7,Ἀβιά,namsp,10109,
Ἀβιὰ,Matt,1,7,Ἀβιά,nnmsp,10110,
δὲ,Matt,1,7,δέ,cc,10111,
ἐγέννησεν,Matt,1,7,γεννάω,viaa3s,10112,
τὸν,Matt,1,7,ὁ,dams,10113,
Ἀσάφ,Matt,1,7,Ἀσάφ,namsp,10114,
Ἀσὰφ,Matt,1,8,Ἀσάφ,nnmsp,10115,
δὲ,Matt,1,8,δέ,cc,10116,
ἐγέννησεν,Matt,1,8,γεννάω,viaa3s,10117,
τὸν,Matt,1,8,ὁ,dams,10118,
Ἰωσαφάτ,Matt,1,8,Ἰωσαφάτ,namsp,10119,
Ἰωσαφὰτ,Matt,1,8,Ἰωσαφάτ,nnmsp,10120,
δὲ,Matt,1,8,δέ,cc,10121,
ἐγέννησεν,Matt,1,8,γεννάω,viaa3s,10122,
τὸν,Matt,1,8,ὁ,dams,10123,
Ἰωράμ,Matt,1,8,Ἰωράμ,namsp,10124,
Ἰωρὰμ,Matt,1,8,Ἰωράμ,nnmsp,10125,
δὲ,Matt,1,8,δέ,cc,10126,
ἐγέννησεν,Matt,1,8,γεννάω,viaa3s,10127,
τὸν,Matt,1,8,ὁ,dams,10128,
Ὀζίαν,Matt,1,8,Ὀζίας,namsp,10129,
Ὀζίας,Matt,1,9,Ὀζίας,nnmsp,10130,
δὲ,Matt,1,9,δέ,cc,10131,
ἐγέννησεν,Matt,1,9,γεννάω,viaa3s,10132,
τὸν,Matt,1,9,ὁ,dams,10133,
Ἰωαθάμ,Matt,1,9,Ἰωαθάμ,namsp,10134,
Ἰωαθὰμ,Matt,1,9,Ἰωαθάμ,nnmsp,10135,
δὲ,Matt,1,9,δέ,cc,10136,
ἐγέννησεν,Matt,1,9,γεννάω,viaa3s,10137,
τὸν,Matt,1,9,ὁ,dams,10138,
Ἀχάζ,Matt,1,9,Ἀχάζ,namsp,10139,
Ἀχὰζ,Matt,1,9,Ἀχάζ,nnmsp,10140,
δὲ,Matt,1,9,δέ,cc,10141,
ἐγέννησεν,Matt,1,9,γεννάω,viaa3s,10142,
τὸν,Matt,1,9,ὁ,dams,10143,
Ἑζεκίαν,Matt,1,9,Ἑζεκίας,namsp,10144,
Ἑζεκίας,Matt,1,10,Ἑζεκίας,nnmsp,10145,
δὲ,Matt,1,10,δέ,cc,10146,
ἐγέννησεν,Matt,1,10,γεννάω,viaa3s,10147,
τὸν,Matt,1,10,ὁ,dams,10148,
Μανασσῆ,Matt,1,10,Μανασσῆ,namsp,10149,
Μανασσῆς,Matt,1,10,Μανασσῆ,nnmsp,10150,
δὲ,Matt,1,10,δέ,cc,10151,
ἐγέννησεν,Matt,1,10,γεννάω,viaa3s,10152,
τὸν,Matt,1,10,ὁ,dams,10153,
Ἀμώς,Matt,1,10,Ἀμώς,namsp,10154,
Ἀμὼς,Matt,1,10,Ἀμώς,nnmsp,10155,
δὲ,Matt,1,10,δέ,cc,10156,
ἐγέννησεν,Matt,1,10,γεννάω,viaa3s,10157,
τὸν,Matt,1,10,ὁ,dams,10158,
Ἰωσίαν,Matt,1,10,Ἰωσίας,namsp,10159,
Ἰωσίας,Matt,1,11,Ἰωσίας,nnmsp,10160,
δὲ,Matt,1,11,δέ,cc,10161,
ἐγέννησεν,Matt,1,11,γεννάω,viaa3s,10162,
τὸν,Matt,1,11,ὁ,dams,10163,
Ἰεχονίαν,Matt,1,11,Ἰεχονίας,namsp,10164,
καὶ,Matt,1,11,καί,cc,10165,
τοὺς,Matt,1,11,ὁ,damp,10166,
ἀδελφοὺς,Matt,1,11,ἀδελφός,nampc,10167,
αὐτοῦ,Matt,1,11,αὐτός,rpgms,10168,
ἐπὶ,Matt,1,11,ἐπί,pg,10169,
τῆς,Matt,1,11,ὁ,dgfs,10170,
μετοικεσίας,Matt,1,11,μετοικεσία,ngfsc,10171,
Βαβυλῶνος,Matt,1,11,Βαβυλών,ngfsp,10172,
Μετὰ,Matt,1,12,μετά,pa,10173,
δὲ,Matt,1,12,δέ,cc,10174,
τὴν,Matt,1,12,ὁ,dafs,10175,
μετοικεσίαν,Matt,1,12,μετοικεσία,nafsc,10176,
Βαβυλῶνος,Matt,1,12,Βαβυλών,ngfsp,10177,
Ἰεχονίας,Matt,1,12,Ἰεχονίας,nnmsp,10178,
ἐγέννησεν,Matt,1,12,γεννάω,viaa3s,10179,
τὸν,Matt,1,12,ὁ,dams,10180,
Σαλαθιήλ,Matt,1,12,Σαλαθιήλ,namsp,10181,
Σαλαθιὴλ,Matt,1,12,Σαλαθιήλ,nnmsp,10182,
δὲ,Matt,1,12,δέ,cc,10183,
ἐγέννησεν,Matt,1,12,γεννάω,viaa3s,10184,
τὸν,Matt,1,12,ὁ,dams,10185,
Ζοροβαβέλ,Matt,1,12,Ζοροβαβέλ,namsp,10186,
Ζοροβαβὲλ,Matt,1,13,Ζοροβαβέλ,nnmsp,10187,
δὲ,Matt,1,13,δέ,cc,10188,
ἐγέννησεν,Matt,1,13,γεννάω,viaa3s,10189,
τὸν,Matt,1,13,ὁ,dams,10190,
Ἀβιούδ,Matt,1,13,Ἀβιούδ,namsp,10191,
Ἀβιοὺδ,Matt,1,13,Ἀβιούδ,nnmsp,10192,
δὲ,Matt,1,13,δέ,cc,10193,
ἐγέννησεν,Matt,1,13,γεννάω,viaa3s,10194,
τὸν,Matt,1,13,ὁ,dams,10195,
Ἐλιακίμ,Matt,1,13,Ἐλιακίμ,namsp,10196,
Ἐλιακὶμ,Matt,1,13,Ἐλιακίμ,nnmsp,10197,
δὲ,Matt,1,13,δέ,cc,10198,
ἐγέννησεν,Matt,1,13,γεννάω,viaa3s,10199,
τὸν,Matt,1,13,ὁ,dams,10200,
Ἀζώρ,Matt,1,13,Ἀζώρ,namsp,10201,
Ἀζὼρ,Matt,1,14,Ἀζώρ,nnmsp,10202,
δὲ,Matt,1,14,δέ,cc,10203,
ἐγέννησεν,Matt,1,14,γεννάω,viaa3s,10204,
τὸν,Matt,1,14,ὁ,dams,10205,
Σαδώκ,Matt,1,14,Σαδώκ,namsp,10206,
Σαδὼκ,Matt,1,14,Σαδώκ,nnmsp,10207,
δὲ,Matt,1,14,δέ,cc,10208,
ἐγέννησεν,Matt,1,14,γεννάω,viaa3s,10209,
τὸν,Matt,1,14,ὁ,dams,10210,
Ἀχίμ,Matt,1,14,Ἀχίμ,namsp,10211,
Ἀχὶμ,Matt,1,14,Ἀχίμ,nnmsp,10212,
δὲ,Matt,1,14,δέ,cc,10213,
ἐγέννησεν,Matt,1,14,γεννάω,viaa3s,10214,
τὸν,Matt,1,14,ὁ,dams,10215,
Ἐλιούδ,Matt,1,14,Ἐλιούδ,namsp,10216,
Ἐλιοὺδ,Matt,1,15,Ἐλιούδ,nnmsp,10217,
δὲ,Matt,1,15,δέ,cc,10218,
ἐγέννησεν,Matt,1,15,γεννάω,viaa3s,10219,
τὸν,Matt,1,15,ὁ,dams,10220,
Ἐλεάζαρ,Matt,1,15,Ἐλεάζαρ,namsp,10221,
Ἐλεάζαρ,Matt,1,15,Ἐλεάζαρ,nnmsp,10222,
δὲ,Matt,1,15,δέ,cc,10223,
ἐγέννησεν,Matt,1,15,γεννάω,viaa3s,10224,
τὸν,Matt,1,15,ὁ,dams,10225,
Ματθάν,Matt,1,15,Ματθάν,namsp,10226,
Ματθὰν,Matt,1,15,Ματθάν,nnmsp,10227,
δὲ,Matt,1,15,δέ,cc,10228,
ἐγέννησεν,Matt,1,15,γεννάω,viaa3s,10229,
τὸν,Matt,1,15,ὁ,dams,10230,
Ἰακώβ,Matt,1,15,Ἰακώβ,namsp,10231,
Ἰακὼβ,Matt,1,16,Ἰακώβ,nnmsp,10232,
δὲ,Matt,1,16,δέ,cc,10233,
ἐγέννησεν,Matt,1,16,γεννάω,viaa3s,10234,
τὸν,Matt,1,16,ὁ,dams,10235,
Ἰωσὴφ,Matt,1,16,Ἰωσήφ,namsp,10236,
τὸν,Matt,1,16,ὁ,dams,10237,
ἄνδρα,Matt,1,16,ἀνήρ,namsc,10238,
Μαρίας,Matt,1,16,Μαρία,ngfsp,10239,
ἐξ,Matt,1,16,ἐκ,pg,10240,
ἧς,Matt,1,16,ὅς,rrgfs,10241,
ἐγεννήθη,Matt,1,16,γεννάω,viap3s,10242,
Ἰησοῦς,Matt,1,16,Ἰησοῦς,nnmsp,10243,
ὁ,Matt,1,16,ὁ,dnms,10244,
λεγόμενος,Matt,1,16,λέγω,vpppnms,10245,
Χριστός,Matt,1,16,Χριστός,nnmsp,10246,
Πᾶσαι,Matt,1,17,πᾶς,ainfpn,10247,
οὖν,Matt,1,17,οὖν,cc,10248,
αἱ,Matt,1,17,ὁ,dnfp,10249,
γενεαὶ,Matt,1,17,γενεά,nnfpc,10250,
ἀπὸ,Matt,1,17,ἀπό,pg,10251,
Ἀβραὰμ,Matt,1,17,Ἀβραάμ,ngmsp,10252,
ἕως,Matt,1,17,ἕως,pg,10253,
Δαυὶδ,Matt,1,17,Δαυίδ,ngmsp,10254,
γενεαὶ,Matt,1,17,γενεά,nnfpc,10255,
δεκατέσσαρες,Matt,1,17,δεκατέσσαρες,acnfpn,10256,
καὶ,Matt,1,17,καί,cc,10257,
ἀπὸ,Matt,1,17,ἀπό,pg,10258,
Δαυὶδ,Matt,1,17,Δαυίδ,ngmsp,10259,
ἕως,Matt,1,17,ἕως,pg,10260,
τῆς,Matt,1,17,ὁ,dgfs,10261,
μετοικεσίας,Matt,1,17,μετοικεσία,ngfsc,10262,
Βαβυλῶνος,Matt,1,17,Βαβυλών,ngfsp,10263,
γενεαὶ,Matt,1,17,γενεά,nnfpc,10264,
δεκατέσσαρες,Matt,1,17,δεκατέσσαρες,acnfpn,10265,
καὶ,Matt,1,17,καί,cc,10266,
ἀπὸ,Matt,1,17,ἀπό,pg,10267,
τῆς,Matt,1,17,ὁ,dgfs,10268,
μετοικεσίας,Matt,1,17,μετοικεσία,ngfsc,10269,
Βαβυλῶνος,Matt,1,17,Βαβυλών,ngfsp,10270,
ἕως,Matt,1,17,ἕως,pg,10271,
τοῦ,Matt,1,17,ὁ,dgms,10272,
Χριστοῦ,Matt,1,17,Χριστός,ngmsp,10273,
γενεαὶ,Matt,1,17,γενεά,nnfpc,10274,
δεκατέσσαρες,Matt,1,17,δεκατέσσαρες,acnfpn,10275,
Τοῦ,Matt,1,18,ὁ,dgms,10276,
δὲ,Matt,1,18,δέ,cc,10277,
Ἰησοῦ,Matt,1,18,Ἰησοῦς,ngmsp,10278,
Χριστοῦ,Matt,1,18,Χριστός,ngmsp,10279,
ἡ,Matt,1,18,ὁ,dnfs,10280,
γένεσις,Matt,1,18,γένεσις,nnfsc,10281,
οὕτως,Matt,1,18,οὕτως,b,10282,
ἦν,Matt,1,18,εἰμί,viia3s,10283,
μνηστευθείσης,Matt,1,18,μνηστεύω,vpapgfs,10284,
τῆς,Matt,1,18,ὁ,dgfs,10285,
μητρὸς,Matt,1,18,μήτηρ,ngfsc,10286,
αὐτοῦ,Matt,1,18,αὐτός,rpgms,10287,
Μαρίας,Matt,1,18,Μαρία,ngfsp,10288,
τῷ,Matt,1,18,ὁ,ddms,10289,
Ἰωσήφ,Matt,1,18,Ἰωσήφ,ndmsp,10290,
πρὶν,Matt,1,18,πρίν,cs,10291,
ἢ,Matt,1,18,ἤ,cc,10292,
συνελθεῖν,Matt,1,18,συνέρχομαι,vnaa,10293,
αὐτοὺς,Matt,1,18,αὐτός,rpamp,10294,
εὑρέθη,Matt,1,18,εὑρίσκω,viap3s,10295,
ἐν,Matt,1,18,ἐν,pd,10296,
γαστρὶ,Matt,1,18,γαστήρ,ndfsc,10297,
ἔχουσα,Matt,1,18,ἔχω,vppanfs,10298,
ἐκ,Matt,1,18,ἐκ,pg,10299,
πνεύματος,Matt,1,18,πνεῦμα,ngnsc,10300,
ἁγίου,Matt,1,18,ἅγιος,angnsn,10301,
Ἰωσὴφ,Matt,1,19,Ἰωσήφ,nnmsp,10302,
δὲ,Matt,1,19,δέ,cc,10303,
ὁ,Matt,1,19,ὁ,dnms,10304,
ἀνὴρ,Matt,1,19,ἀνήρ,nnmsc,10305,
αὐτῆς,Matt,1,19,αὐτός,rpgfs,10306,
δίκαιος,Matt,1,19,δίκαιος,annmsn,10307,
ὢν,Matt,1,19,εἰμί,vppanms,10308,
καὶ,Matt,1,19,καί,cc,10309,
μὴ,Matt,1,19,μή,x,10310,
θέλων,Matt,1,19,θέλω,vppanms,10311,
αὐτὴν,Matt,1,19,αὐτός,rpafs,10312,
δειγματίσαι,Matt,1,19,δειγματίζω,vnaa,10313,
ἐβουλήθη,Matt,1,19,βούλομαι,viap3s,10314,
λάθρᾳ,Matt,1,19,λάθρᾳ,b,10315,
ἀπολῦσαι,Matt,1,19,ἀπολύω,vnaa,10316,
αὐτήν,Matt,1,19,αὐτός,rpafs,10317,
ταῦτα,Matt,1,20,οὗτος,rdanp,10318,
δὲ,Matt,1,20,δέ,cc,10319,
αὐτοῦ,Matt,1,20,αὐτός,rpgms,10320,
ἐνθυμηθέντος,Matt,1,20,ἐνθυμέομαι,vpapgms,10321,
ἰδοὺ,Matt,1,20,ἰδού,i,10322,
ἄγγελος,Matt,1,20,ἄγγελος,nnmsc,10323,
κυρίου,Matt,1,20,κύριος,ngmsc,10324,
κατ,Matt,1,20,κατά,pa,10325,
ὄναρ,Matt,1,20,ὄναρ,nansc,10326,
ἐφάνη,Matt,1,20,φαίνω,viap3s,10327,
αὐτῷ,Matt,1,20,αὐτός,rpdms,10328,
λέγων,Matt,1,20,λέγω,vppanms,10329,
Ἰωσὴφ,Matt,1,20,Ἰωσήφ,nvmsp,10330,
υἱὸς,Matt,1,20,υἱός,nnmsc,10331,
Δαυίδ,Matt,1,20,Δαυίδ,ngmsp,10332,
μὴ,Matt,1,20,μή,x,10333,
φοβηθῇς,Matt,1,20,φοβέω,vsap2s,10334,
παραλαβεῖν,Matt,1,20,παραλαμβάνω,vnaa,10335,
Μαρίαν,Matt,1,20,Μαρία,nafsp,10336,
τὴν,Matt,1,20,ὁ,dafs,10337,
γυναῖκά,Matt,1,20,γυνή,nafsc,10338,
σου,Matt,1,20,σύ,rpg-s,10339,
τὸ,Matt,1,20,ὁ,dnns,10340,
γὰρ,Matt,1,20,γάρ,cc,10341,
ἐν,Matt,1,20,ἐν,pd,10342,
αὐτῇ,Matt,1,20,αὐτός,rpdfs,10343,
γεννηθὲν,Matt,1,20,γεννάω,vpapnns,10344,
ἐκ,Matt,1,20,ἐκ,pg,10345,
πνεύματός,Matt,1,20,πνεῦμα,ngnsc,10346,
ἐστιν,Matt,1,20,εἰμί,vipa3s,10347,
ἁγίου,Matt,1,20,ἅγιος,angnsn,10348,
τέξεται,Matt,1,21,τίκτω,vifm3s,10349,
δὲ,Matt,1,21,δέ,cc,10350,
υἱόν,Matt,1,21,υἱός,namsc,10351,
καὶ,Matt,1,21,καί,cc,10352,
καλέσεις,Matt,1,21,καλέω,vifa2s,10353,
τὸ,Matt,1,21,ὁ,dans,10354,
ὄνομα,Matt,1,21,ὄνομα,nansc,10355,
αὐτοῦ,Matt,1,21,αὐτός,rpgms,10356,
Ἰησοῦν,Matt,1,21,Ἰησοῦς,namsp,10357,
αὐτὸς,Matt,1,21,αὐτός,rtnms,10358,
γὰρ,Matt,1,21,γάρ,cc,10359,
σώσει,Matt,1,21,σῴζω,vifa3s,10360,
τὸν,Matt,1,21,ὁ,dams,10361,
λαὸν,Matt,1,21,λαός,namsc,10362,
αὐτοῦ,Matt,1,21,αὐτός,rpgms,10363,
ἀπὸ,Matt,1,21,ἀπό,pg,10364,
τῶν,Matt,1,21,ὁ,dgfp,10365,
ἁμαρτιῶν,Matt,1,21,ἁμαρτία,ngfpc,10366,
αὐτῶν,Matt,1,21,αὐτός,rpgmp,10367,
τοῦτο,Matt,1,22,οὗτος,rdnns,10368,
δὲ,Matt,1,22,δέ,cc,10369,
ὅλον,Matt,1,22,ὅλος,annnsn,10370,
γέγονεν,Matt,1,22,γίνομαι,vixa3s,10371,
ἵνα,Matt,1,22,ἵνα,cs,10372,
πληρωθῇ,Matt,1,22,πληρόω,vsap3s,10373,
τὸ,Matt,1,22,ὁ,dnns,10374,
ῥηθὲν,Matt,1,22,λέγω,vpapnns,10375,
ὑπὸ,Matt,1,22,ὑπό,pg,10376,
κυρίου,Matt,1,22,κύριος,ngmsc,10377,
διὰ,Matt,1,22,διά,pg,10378,
τοῦ,Matt,1,22,ὁ,dgms,10379,
προφήτου,Matt,1,22,προφήτης,ngmsc,10380,
λέγοντος,Matt,1,22,λέγω,vppagms,10381,
ἰδοὺ,Matt,1,23,ἰδού,i,10382,
ἡ,Matt,1,23,ὁ,dnfs,10383,
παρθένος,Matt,1,23,παρθένος,nnfsc,10384,
ἐν,Matt,1,23,ἐν,pd,10385,
γαστρὶ,Matt,1,23,γαστήρ,ndfsc,10386,
ἕξει,Matt,1,23,ἔχω,vifa3s,10387,
καὶ,Matt,1,23,καί,cc,10388,
τέξεται,Matt,1,23,τίκτω,vifm3s,10389,
υἱόν,Matt,1,23,υἱός,namsc,10390,
καὶ,Matt,1,23,καί,cc,10391,
καλέσουσιν,Matt,1,23,καλέω,vifa3p,10392,
τὸ,Matt,1,23,ὁ,dans,10393,
ὄνομα,Matt,1,23,ὄνομα,nansc,10394,
αὐτοῦ,Matt,1,23,αὐτός,rpgms,10395,
Ἐμμανουήλ,Matt,1,23,Ἐμμανουήλ,namsp,10396,
ὅ,Matt,1,23,ὅς,rrnns,10397,
ἐστιν,Matt,1,23,εἰμί,vipa3s,10398,
μεθερμηνευόμενον,Matt,1,23,μεθερμηνεύω,vpppnns,10399,
μεθ,Matt,1,23,μετά,pg,10400,
ἡμῶν,Matt,1,23,ἐγώ,rpg-p,10401,
ὁ,Matt,1,23,ὁ,dnms,10402,
θεός,Matt,1,23,θεός,nnmsc,10403,
ἐγερθεὶς,Matt,1,24,ἐγείρω,vpapnms,10404,
δὲ,Matt,1,24,δέ,cc,10405,
ὁ,Matt,1,24,ὁ,dnms,10406,
Ἰωσὴφ,Matt,1,24,Ἰωσήφ,nnmsp,10407,
ἀπὸ,Matt,1,24,ἀπό,pg,10408,
τοῦ,Matt,1,24,ὁ,dgms,10409,
ὕπνου,Matt,1,24,ὕπνος,ngmsc,10410,
ἐποίησεν,Matt,1,24,ποιέω,viaa3s,10411,
ὡς,Matt,1,24,ὡς,cs,10412,
προσέταξεν,Matt,1,24,προστάσσω,viaa3s,10413,
αὐτῷ,Matt,1,24,αὐτός,rpdms,10414,
ὁ,Matt,1,24,ὁ,dnms,10415,
ἄγγελος,Matt,1,24,ἄγγελος,nnmsc,10416,
κυρίου,Matt,1,24,κύριος,ngmsc,10417,
καὶ,Matt,1,24,καί,cc,10418,
παρέλαβεν,Matt,1,24,παραλαμβάνω,viaa3s,10419,
τὴν,Matt,1,24,ὁ,dafs,10420,
γυναῖκα,Matt,1,24,γυνή,nafsc,10421,
αὐτοῦ,Matt,1,24,αὐτός,rpgms,10422,
καὶ,Matt,1,25,καί,cc,10423,
οὐκ,Matt,1,25,οὐ,b,10424,
ἐγίνωσκεν,Matt,1,25,γινώσκω,viia3s,10425,
αὐτὴν,Matt,1,25,αὐτός,rpafs,10426,
ἕως,Matt,1,25,ἕως,pg,10427,
οὗ,Matt,1,25,ὅς,rrgns,10428,
ἔτεκεν,Matt,1,25,τίκτω,viaa3s,10429,
υἱόν,Matt,1,25,υἱός,namsc,10430,
καὶ,Matt,1,25,καί,cc,10431,
ἐκάλεσεν,Matt,1,25,καλέω,viaa3s,10432,
τὸ,Matt,1,25,ὁ,dans,10433,
ὄνομα,Matt,1,25,ὄνομα,nansc,10434,
αὐτοῦ,Matt,1,25,αὐτός,rpgms,10435,
Ἰησοῦν,Matt,1,25,Ἰησοῦς,namsp,10436,
Τοῦ,Matt,2,1,ὁ,dgms,10437,
δὲ,Matt,2,1,δέ,cc,10438,
Ἰησοῦ,Matt,2,1,Ἰησοῦς,ngmsp,10439,
γεννηθέντος,Matt,2,1,γεννάω,vpapgms,10440,
ἐν,Matt,2,1,ἐν,pd,10441,
Βηθλέεμ,Matt,2,1,Βηθλέεμ,ndfsp,10442,
τῆς,Matt,2,1,ὁ,dgfs,10443,
Ἰουδαίας,Matt,2,1,Ἰουδαία,ngfsp,10444,
ἐν,Matt,2,1,ἐν,pd,10445,
ἡμέραις,Matt,2,1,ἡμέρα,ndfpc,10446,
Ἡρῴδου,Matt,2,1,Ἡρῴδης,ngmsp,10447,
τοῦ,Matt,2,1,ὁ,dgms,10448,
βασιλέως,Matt,2,1,βασιλεύς,ngmsc,10449,
ἰδοὺ,Matt,2,1,ἰδού,i,10450,
μάγοι,Matt,2,1,μάγος,nnmpc,10451,
ἀπὸ,Matt,2,1,ἀπό,pg,10452,
ἀνατολῶν,Matt,2,1,ἀνατολή,ngfpc,10453,
παρεγένοντο,Matt,2,1,παραγίνομαι,viam3p,10454,
εἰς,Matt,2,1,εἰς,pa,10455,
Ἱεροσόλυμα,Matt,2,1,Ἱεροσόλυμα,nanpp,10456,
λέγοντες,Matt,2,2,λέγω,vppanmp,10457,
ποῦ,Matt,2,2,ποῦ,b,10458,
