Text,Book,Chapter,Verse,Lemma,POS,Order,ID,SequenceID
Ἀρχὴ,Mark,1,1,ἀρχή,nnfsc,1,1-2,18350
τοῦ,Mark,1,1,ὁ,dgns,2,2-2,18351
εὐαγγελίου,Mark,1,1,εὐαγγέλιον,ngnsc,3,3-2,18352
Ἰησοῦ,Mark,1,1,Ἰησοῦς,ngmsp,4,4-2,18353
Χριστοῦ,Mark,1,1,Χριστός,ngmsp,5,5-2,18354
υἱοῦ,Mark,1,1,υἱός,ngmsc,6,6-2,18355
θεοῦ,Mark,1,1,θεός,ngmsc,7,7-2,18356
Καθὼς,Mark,1,2,καθώς,cs,8,8-2,18357
γέγραπται,Mark,1,2,γράφω,vixp3s,9,9-2,18358
ἐν,Mark,1,2,ἐν,pd,10,10-2,18359
τῷ,Mark,1,2,ὁ,ddms,11,11-2,18360
Ἠσαΐᾳ,Mark,1,2,Ἠσαΐας,ndmsp,12,12-2,18361
τῷ,Mark,1,2,ὁ,ddms,13,13-2,18362
προφήτῃ,Mark,1,2,προφήτης,ndmsc,14,14-2,18363
ἰδοὺ,Mark,1,2,ἰδού,i,15,15-2,18364
ἀποστέλλω,Mark,1,2,ἀποστέλλω,vipa1s,16,16-2,18365
τὸν,Mark,1,2,ὁ,dams,17,17-2,18366
ἄγγελόν,Mark,1,2,ἄγγελος,namsc,18,18-2,18367
μου,Mark,1,2,ἐγώ,rpg-s,19,19-2,18368
πρὸ,Mark,1,2,πρό,pg,20,20-2,18369
προσώπου,Mark,1,2,πρόσωπον,ngnsc,21,21-2,18370
σου,Mark,1,2,σύ,rpg-s,22,22-2,18371
ὃς,Mark,1,2,ὅς,rrnms,23,23-2,18372
κατασκευάσει,Mark,1,2,κατασκευάζω,vifa3s,24,24-2,18373
τὴν,Mark,1,2,ὁ,dafs,25,25-2,18374
ὁδόν,Mark,1,2,ὁδός,nafsc,26,26-2,18375
σου,Mark,1,2,σύ,rpg-s,27,27-2,18376
φωνὴ,Mark,1,3,φωνή,nnfsc,28,28-2,18377
βοῶντος,Mark,1,3,βοάω,vppagms,29,29-2,18378
ἐν,Mark,1,3,ἐν,pd,30,30-2,18379
τῇ,Mark,1,3,ὁ,ddfs,31,31-2,18380
ἐρήμῳ,Mark,1,3,ἔρημος,ndfsc,32,32-2,18381
ἑτοιμάσατε,Mark,1,3,ἑτοιμάζω,vdaa2p,33,33-2,18382
τὴν,Mark,1,3,ὁ,dafs,34,34-2,18383
ὁδὸν,Mark,1,3,ὁδός,nafsc,35,35-2,18384
κυρίου,Mark,1,3,κύριος,ngmsc,36,36-2,18385
εὐθείας,Mark,1,3,εὐθύς,anafpn,37,37-2,18386
ποιεῖτε,Mark,1,3,ποιέω,vdpa2p,38,38-2,18387
τὰς,Mark,1,3,ὁ,dafp,39,39-2,18388
τρίβους,Mark,1,3,τρίβος,nafpc,40,40-2,18389
αὐτοῦ,Mark,1,3,αὐτός,rpgms,41,41-2,18390
ἐγένετο,Mark,1,4,γίνομαι,viam3s,42,42-2,18391
Ἰωάννης,Mark,1,4,Ἰωάννης,nnmsp,43,43-2,18392
ὁ,Mark,1,4,ὁ,dnms,44,44-2,18393
βαπτίζων,Mark,1,4,βαπτίζω,vppanms,45,45-2,18394
ἐν,Mark,1,4,ἐν,pd,46,46-2,18395
τῇ,Mark,1,4,ὁ,ddfs,47,47-2,18396
ἐρήμῳ,Mark,1,4,ἔρημος,ndfsc,48,48-2,18397
καὶ,Mark,1,4,καί,cc,49,49-2,18398
κηρύσσων,Mark,1,4,κηρύσσω,vppanms,50,50-2,18399
βάπτισμα,Mark,1,4,βάπτισμα,nansc,51,51-2,18400
μετανοίας,Mark,1,4,μετάνοια,ngfsc,52,52-2,18401
εἰς,Mark,1,4,εἰς,pa,53,53-2,18402
ἄφεσιν,Mark,1,4,ἄφεσις,nafsc,54,54-2,18403
ἁμαρτιῶν,Mark,1,4,ἁμαρτία,ngfpc,55,55-2,18404
καὶ,Mark,1,5,καί,cc,56,56-2,18405
ἐξεπορεύετο,Mark,1,5,ἐκπορεύομαι,viim3s,57,57-2,18406
πρὸς,Mark,1,5,πρός,pa,58,58-2,18407
αὐτὸν,Mark,1,5,αὐτός,rpams,59,59-2,18408
πᾶσα,Mark,1,5,πᾶς,ainfsn,60,60-2,18409
ἡ,Mark,1,5,ὁ,dnfs,61,61-2,18410
Ἰουδαία,Mark,1,5,Ἰουδαῖος,annfsn,62,62-2,18411
χώρα,Mark,1,5,χώρα,nnfsc,63,63-2,18412
καὶ,Mark,1,5,καί,cc,64,64-2,18413
οἱ,Mark,1,5,ὁ,dnmp,65,65-2,18414
Ἱεροσολυμῖται,Mark,1,5,Ἱεροσολυμίτης,nnmpp,66,66-2,18415
πάντες,Mark,1,5,πᾶς,ainmpn,67,67-2,18416
καὶ,Mark,1,5,καί,cc,68,68-2,18417
ἐβαπτίζοντο,Mark,1,5,βαπτίζω,viip3p,69,69-2,18418
ὑπ,Mark,1,5,ὑπό,pg,70,70-2,18419
αὐτοῦ,Mark,1,5,αὐτός,rpgms,71,71-2,18420
ἐν,Mark,1,5,ἐν,pd,72,72-2,18421
τῷ,Mark,1,5,ὁ,ddms,73,73-2,18422
Ἰορδάνῃ,Mark,1,5,Ἰορδάνης,ndmsp,74,74-2,18423
ποταμῷ,Mark,1,5,ποταμός,ndmsc,75,75-2,18424
ἐξομολογούμενοι,Mark,1,5,ἐξομολογέω,vppmnmp,76,76-2,18425
τὰς,Mark,1,5,ὁ,dafp,77,77-2,18426
ἁμαρτίας,Mark,1,5,ἁμαρτία,nafpc,78,78-2,18427
αὐτῶν,Mark,1,5,αὐτός,rpgmp,79,79-2,18428
καὶ,Mark,1,6,καί,cc,80,80-2,18429
ἦν,Mark,1,6,εἰμί,viia3s,81,81-2,18430
ὁ,Mark,1,6,ὁ,dnms,82,82-2,18431
Ἰωάννης,Mark,1,6,Ἰωάννης,nnmsp,83,83-2,18432
ἐνδεδυμένος,Mark,1,6,ἐνδύω,vpxmnms,84,84-2,18433
τρίχας,Mark,1,6,θρίξ,nafpc,85,85-2,18434
καμήλου,Mark,1,6,κάμηλος,ngfsc,86,86-2,18435
καὶ,Mark,1,6,καί,cc,87,87-2,18436
ζώνην,Mark,1,6,ζώνη,nafsc,88,88-2,18437
δερματίνην,Mark,1,6,δερμάτινος,anafsn,89,89-2,18438
περὶ,Mark,1,6,περί,pa,90,90-2,18439
τὴν,Mark,1,6,ὁ,dafs,91,91-2,18440
ὀσφὺν,Mark,1,6,ὀσφύς,nafsc,92,92-2,18441
αὐτοῦ,Mark,1,6,αὐτός,rpgms,93,93-2,18442
καὶ,Mark,1,6,καί,cc,94,94-2,18443
ἐσθίων,Mark,1,6,ἐσθίω,vppanms,95,95-2,18444
ἀκρίδας,Mark,1,6,ἀκρίς,nafpc,96,96-2,18445
καὶ,Mark,1,6,καί,cc,97,97-2,18446
μέλι,Mark,1,6,μέλι,nansc,98,98-2,18447
ἄγριον,Mark,1,6,ἄγριος,anansn,99,99-2,18448
Καὶ,Mark,1,7,καί,cc,100,100-2,18449
ἐκήρυσσεν,Mark,1,7,κηρύσσω,viia3s,101,101-2,18450
λέγων,Mark,1,7,λέγω,vppanms,102,102-2,18451
ἔρχεται,Mark,1,7,ἔρχομαι,vipm3s,103,103-2,18452
ὁ,Mark,1,7,ὁ,dnms,104,104-2,18453
ἰσχυρότερός,Mark,1,7,ἰσχυρός,annmsc,105,105-2,18454
μου,Mark,1,7,ἐγώ,rpg-s,106,106-2,18455
ὀπίσω,Mark,1,7,ὀπίσω,pg,107,107-2,18456
μου,Mark,1,7,ἐγώ,rpg-s,108,108-2,18457
οὗ,Mark,1,7,ὅς,rrgms,109,109-2,18458
οὐκ,Mark,1,7,οὐ,b,110,110-2,18459
εἰμὶ,Mark,1,7,εἰμί,vipa1s,111,111-2,18460
ἱκανὸς,Mark,1,7,ἱκανός,annmsn,112,112-2,18461
κύψας,Mark,1,7,κύπτω,vpaanms,113,113-2,18462
λῦσαι,Mark,1,7,λύω,vnaa,114,114-2,18463
τὸν,Mark,1,7,ὁ,dams,115,115-2,18464
ἱμάντα,Mark,1,7,ἱμάς,namsc,116,116-2,18465
τῶν,Mark,1,7,ὁ,dgnp,117,117-2,18466
ὑποδημάτων,Mark,1,7,ὑπόδημα,ngnpc,118,118-2,18467
αὐτοῦ,Mark,1,7,αὐτός,rpgms,119,119-2,18468
ἐγὼ,Mark,1,8,ἐγώ,rpn-s,120,120-2,18469
ἐβάπτισα,Mark,1,8,βαπτίζω,viaa1s,121,121-2,18470
ὑμᾶς,Mark,1,8,σύ,rpa-p,122,122-2,18471
ὕδατι,Mark,1,8,ὕδωρ,ndnsc,123,123-2,18472
αὐτὸς,Mark,1,8,αὐτός,rtnms,124,124-2,18473
δὲ,Mark,1,8,δέ,cc,125,125-2,18474
βαπτίσει,Mark,1,8,βαπτίζω,vifa3s,126,126-2,18475
ὑμᾶς,Mark,1,8,σύ,rpa-p,127,127-2,18476
ἐν,Mark,1,8,ἐν,pd,128,128-2,18477
πνεύματι,Mark,1,8,πνεῦμα,ndnsc,129,129-2,18478
ἁγίῳ,Mark,1,8,ἅγιος,andnsn,130,130-2,18479
Καὶ,Mark,1,9,καί,cc,131,131-2,18480
ἐγένετο,Mark,1,9,γίνομαι,viam3s,132,132-2,18481
ἐν,Mark,1,9,ἐν,pd,133,133-2,18482
ἐκείναις,Mark,1,9,ἐκεῖνος,rddfp,134,134-2,18483
ταῖς,Mark,1,9,ὁ,ddfp,135,135-2,18484
ἡμέραις,Mark,1,9,ἡμέρα,ndfpc,136,136-2,18485
ἦλθεν,Mark,1,9,ἔρχομαι,viaa3s,137,137-2,18486
Ἰησοῦς,Mark,1,9,Ἰησοῦς,nnmsp,138,138-2,18487
ἀπὸ,Mark,1,9,ἀπό,pg,139,139-2,18488
Ναζαρὲτ,Mark,1,9,Ναζαρά,ngfsp,140,140-2,18489
τῆς,Mark,1,9,ὁ,dgfs,141,141-2,18490
Γαλιλαίας,Mark,1,9,Γαλιλαία,ngfsp,142,142-2,18491
καὶ,Mark,1,9,καί,cc,143,143-2,18492
ἐβαπτίσθη,Mark,1,9,βαπτίζω,viap3s,144,144-2,18493
εἰς,Mark,1,9,εἰς,pa,145,145-2,18494
τὸν,Mark,1,9,ὁ,dams,146,146-2,18495
Ἰορδάνην,Mark,1,9,Ἰορδάνης,namsp,147,147-2,18496
ὑπὸ,Mark,1,9,ὑπό,pg,148,148-2,18497
Ἰωάννου,Mark,1,9,Ἰωάννης,ngmsp,149,149-2,18498
καὶ,Mark,1,10,καί,cc,150,150-2,18499
εὐθὺς,Mark,1,10,εὐθύς,b,151,151-2,18500
ἀναβαίνων,Mark,1,10,ἀναβαίνω,vppanms,152,152-2,18501
ἐκ,Mark,1,10,ἐκ,pg,153,153-2,18502
τοῦ,Mark,1,10,ὁ,dgns,154,154-2,18503
ὕδατος,Mark,1,10,ὕδωρ,ngnsc,155,155-2,18504
εἶδεν,Mark,1,10,ὁράω,viaa3s,156,156-2,18505
σχιζομένους,Mark,1,10,σχίζω,vpppamp,157,157-2,18506
τοὺς,Mark,1,10,ὁ,damp,158,158-2,18507
οὐρανοὺς,Mark,1,10,οὐρανός,nampc,159,159-2,18508
καὶ,Mark,1,10,καί,cc,160,160-2,18509
τὸ,Mark,1,10,ὁ,dans,161,161-2,18510
πνεῦμα,Mark,1,10,πνεῦμα,nansc,162,162-2,18511
ὡς,Mark,1,10,ὡς,cs,163,163-2,18512
περιστερὰν,Mark,1,10,περιστερά,nafsc,164,164-2,18513
καταβαῖνον,Mark,1,10,καταβαίνω,vppaans,165,165-2,18514
εἰς,Mark,1,10,εἰς,pa,166,166-2,18515
αὐτόν,Mark,1,10,αὐτός,rpams,167,167-2,18516
καὶ,Mark,1,11,καί,cc,168,168-2,18517
φωνὴ,Mark,1,11,φωνή,nnfsc,169,169-2,18518
ἐγένετο,Mark,1,11,γίνομαι,viam3s,170,170-2,18519
ἐκ,Mark,1,11,ἐκ,pg,171,171-2,18520
τῶν,Mark,1,11,ὁ,dgmp,172,172-2,18521
οὐρανῶν,Mark,1,11,οὐρανός,ngmpc,173,173-2,18522
σὺ,Mark,1,11,σύ,rpn-s,174,174-2,18523
εἶ,Mark,1,11,εἰμί,vipa2s,175,175-2,18524
ὁ,Mark,1,11,ὁ,dnms,176,176-2,18525
υἱός,Mark,1,11,υἱός,nnmsc,177,177-2,18526
μου,Mark,1,11,ἐγώ,rpg-s,178,178-2,18527
ὁ,Mark,1,11,ὁ,dnms,179,179-2,18528
ἀγαπητός,Mark,1,11,ἀγαπητός,annmsn,180,180-2,18529
ἐν,Mark,1,11,ἐν,pd,181,181-2,18530
σοὶ,Mark,1,11,σύ,rpd-s,182,182-2,18531
εὐδόκησα,Mark,1,11,εὐδοκέω,viaa1s,183,183-2,18532
Καὶ,Mark,1,12,καί,cc,184,184-2,18533
εὐθὺς,Mark,1,12,εὐθύς,b,185,185-2,18534
τὸ,Mark,1,12,ὁ,dnns,186,186-2,18535
πνεῦμα,Mark,1,12,πνεῦμα,nnnsc,187,187-2,18536
αὐτὸν,Mark,1,12,αὐτός,rpams,188,188-2,18537
ἐκβάλλει,Mark,1,12,ἐκβάλλω,vipa3s,189,189-2,18538
εἰς,Mark,1,12,εἰς,pa,190,190-2,18539
τὴν,Mark,1,12,ὁ,dafs,191,191-2,18540
ἔρημον,Mark,1,12,ἔρημος,nafsc,192,192-2,18541
καὶ,Mark,1,13,καί,cc,193,193-2,18542
ἦν,Mark,1,13,εἰμί,viia3s,194,194-2,18543
ἐν,Mark,1,13,ἐν,pd,195,195-2,18544
τῇ,Mark,1,13,ὁ,ddfs,196,196-2,18545
ἐρήμῳ,Mark,1,13,ἔρημος,ndfsc,197,197-2,18546
τεσσεράκοντα,Mark,1,13,τεσσεράκοντα,ac---n,198,198-2,18547
ἡμέρας,Mark,1,13,ἡμέρα,nafpc,199,199-2,18548
πειραζόμενος,Mark,1,13,πειράζω,vpppnms,200,200-2,18549
ὑπὸ,Mark,1,13,ὑπό,pg,201,201-2,18550
τοῦ,Mark,1,13,ὁ,dgms,202,202-2,18551
σατανᾶ,Mark,1,13,Σατανᾶς,ngmsp,203,203-2,18552
καὶ,Mark,1,13,καί,cc,204,204-2,18553
ἦν,Mark,1,13,εἰμί,viia3s,205,205-2,18554
μετὰ,Mark,1,13,μετά,pg,206,206-2,18555
τῶν,Mark,1,13,ὁ,dgnp,207,207-2,18556
θηρίων,Mark,1,13,θηρίον,ngnpc,208,208-2,18557
καὶ,Mark,1,13,καί,cc,209,209-2,18558
οἱ,Mark,1,13,ὁ,dnmp,210,210-2,18559
ἄγγελοι,Mark,1,13,ἄγγελος,nnmpc,211,211-2,18560
διηκόνουν,Mark,1,13,διακονέω,viia3p,212,212-2,18561
αὐτῷ,Mark,1,13,αὐτός,rpdms,213,213-2,18562
Μετὰ,Mark,1,14,μετά,pa,214,214-2,18563
δὲ,Mark,1,14,δέ,cc,215,215-2,18564
τὸ,Mark,1,14,ὁ,dans,216,216-2,18565
παραδοθῆναι,Mark,1,14,παραδίδωμι,vnap,217,217-2,18566
τὸν,Mark,1,14,ὁ,dams,218,218-2,18567
Ἰωάννην,Mark,1,14,Ἰωάννης,namsp,219,219-2,18568
ἦλθεν,Mark,1,14,ἔρχομαι,viaa3s,220,220-2,18569
ὁ,Mark,1,14,ὁ,dnms,221,221-2,18570
Ἰησοῦς,Mark,1,14,Ἰησοῦς,nnmsp,222,222-2,18571
εἰς,Mark,1,14,εἰς,pa,223,223-2,18572
τὴν,Mark,1,14,ὁ,dafs,224,224-2,18573
Γαλιλαίαν,Mark,1,14,Γαλιλαία,nafsp,225,225-2,18574
κηρύσσων,Mark,1,14,κηρύσσω,vppanms,226,226-2,18575
τὸ,Mark,1,14,ὁ,dans,227,227-2,18576
εὐαγγέλιον,Mark,1,14,εὐαγγέλιον,nansc,228,228-2,18577
τοῦ,Mark,1,14,ὁ,dgms,229,229-2,18578
θεοῦ,Mark,1,14,θεός,ngmsc,230,230-2,18579
καὶ,Mark,1,15,καί,cc,231,231-2,18580
λέγων,Mark,1,15,λέγω,vppanms,232,232-2,18581
ὅτι,Mark,1,15,ὅτι,cs,233,233-2,18582
πεπλήρωται,Mark,1,15,πληρόω,vixp3s,234,234-2,18583
ὁ,Mark,1,15,ὁ,dnms,235,235-2,18584
καιρὸς,Mark,1,15,καιρός,nnmsc,236,236-2,18585
καὶ,Mark,1,15,καί,cc,237,237-2,18586
ἤγγικεν,Mark,1,15,ἐγγίζω,vixa3s,238,238-2,18587
ἡ,Mark,1,15,ὁ,dnfs,239,239-2,18588
βασιλεία,Mark,1,15,βασιλεία,nnfsc,240,240-2,18589
τοῦ,Mark,1,15,ὁ,dgms,241,241-2,18590
θεοῦ,Mark,1,15,θεός,ngmsc,242,242-2,18591
μετανοεῖτε,Mark,1,15,μετανοέω,vdpa2p,243,243-2,18592
καὶ,Mark,1,15,καί,cc,244,244-2,18593
πιστεύετε,Mark,1,15,πιστεύω,vdpa2p,245,245-2,18594
ἐν,Mark,1,15,ἐν,pd,246,246-2,18595
τῷ,Mark,1,15,ὁ,ddns,247,247-2,18596
εὐαγγελίῳ,Mark,1,15,εὐαγγέλιον,ndnsc,248,248-2,18597
Καὶ,Mark,1,16,καί,cc,249,249-2,18598
παράγων,Mark,1,16,παράγω,vppanms,250,250-2,18599
παρὰ,Mark,1,16,παρά,pa,251,251-2,18600
τὴν,Mark,1,16,ὁ,dafs,252,252-2,18601
θάλασσαν,Mark,1,16,θάλασσα,nafsc,253,253-2,18602
τῆς,Mark,1,16,ὁ,dgfs,254,254-2,18603
Γαλιλαίας,Mark,1,16,Γαλιλαία,ngfsp,255,255-2,18604
εἶδεν,Mark,1,16,ὁράω,viaa3s,256,256-2,18605
Σίμωνα,Mark,1,16,Σίμων,namsp,257,257-2,18606
καὶ,Mark,1,16,καί,cc,258,258-2,18607
Ἀνδρέαν,Mark,1,16,Ἀνδρέας,namsp,259,259-2,18608
τὸν,Mark,1,16,ὁ,dams,260,260-2,18609
ἀδελφὸν,Mark,1,16,ἀδελφός,namsc,261,261-2,18610
Σίμωνος,Mark,1,16,Σίμων,ngmsp,262,262-2,18611
ἀμφιβάλλοντας,Mark,1,16,ἀμφιβάλλω,vppaamp,263,263-2,18612
ἐν,Mark,1,16,ἐν,pd,264,264-2,18613
τῇ,Mark,1,16,ὁ,ddfs,265,265-2,18614
θαλάσσῃ,Mark,1,16,θάλασσα,ndfsc,266,266-2,18615
ἦσαν,Mark,1,16,εἰμί,viia3p,267,267-2,18616
γὰρ,Mark,1,16,γάρ,cc,268,268-2,18617
ἁλιεῖς,Mark,1,16,ἁλιεύς,nnmpc,269,269-2,18618
καὶ,Mark,1,17,καί,cc,270,270-2,18619
εἶπεν,Mark,1,17,λέγω,viaa3s,271,271-2,18620
αὐτοῖς,Mark,1,17,αὐτός,rpdmp,272,272-2,18621
ὁ,Mark,1,17,ὁ,dnms,273,273-2,18622
Ἰησοῦς,Mark,1,17,Ἰησοῦς,nnmsp,274,274-2,18623
δεῦτε,Mark,1,17,δεῦτε,b,275,275-2,18624
ὀπίσω,Mark,1,17,ὀπίσω,pg,276,276-2,18625
μου,Mark,1,17,ἐγώ,rpg-s,277,277-2,18626
καὶ,Mark,1,17,καί,cc,278,278-2,18627
ποιήσω,Mark,1,17,ποιέω,vifa1s,279,279-2,18628
ὑμᾶς,Mark,1,17,σύ,rpa-p,280,280-2,18629
γενέσθαι,Mark,1,17,γίνομαι,vnam,281,281-2,18630
ἁλιεῖς,Mark,1,17,ἁλιεύς,nampc,282,282-2,18631
ἀνθρώπων,Mark,1,17,ἄνθρωπος,ngmpc,283,283-2,18632
καὶ,Mark,1,18,καί,cc,284,284-2,18633
εὐθὺς,Mark,1,18,εὐθύς,b,285,285-2,18634
ἀφέντες,Mark,1,18,ἀφίημι,vpaanmp,286,286-2,18635
τὰ,Mark,1,18,ὁ,danp,287,287-2,18636
δίκτυα,Mark,1,18,δίκτυον,nanpc,288,288-2,18637
ἠκολούθησαν,Mark,1,18,ἀκολουθέω,viaa3p,289,289-2,18638
αὐτῷ,Mark,1,18,αὐτός,rpdms,290,290-2,18639
Καὶ,Mark,1,19,καί,cc,291,291-2,18640
προβὰς,Mark,1,19,προβαίνω,vpaanms,292,292-2,18641
ὀλίγον,Mark,1,19,ὀλίγος,b/anansn,293,293-2,18642
εἶδεν,Mark,1,19,ὁράω,viaa3s,294,294-2,18643
Ἰάκωβον,Mark,1,19,Ἰάκωβος,namsp,295,295-2,18644
τὸν,Mark,1,19,ὁ,dams,296,296-2,18645
τοῦ,Mark,1,19,ὁ,dgms,297,297-2,18646
Ζεβεδαίου,Mark,1,19,Ζεβεδαῖος,ngmsp,298,298-2,18647
καὶ,Mark,1,19,καί,cc,299,299-2,18648
Ἰωάννην,Mark,1,19,Ἰωάννης,namsp,300,300-2,18649
τὸν,Mark,1,19,ὁ,dams,301,301-2,18650
ἀδελφὸν,Mark,1,19,ἀδελφός,namsc,302,302-2,18651
αὐτοῦ,Mark,1,19,αὐτός,rpgms,303,303-2,18652
καὶ,Mark,1,19,καί,cc/b,304,304-2,18653
αὐτοὺς,Mark,1,19,αὐτός,rpamp,305,305-2,18654
ἐν,Mark,1,19,ἐν,pd,306,306-2,18655
τῷ,Mark,1,19,ὁ,ddns,307,307-2,18656
πλοίῳ,Mark,1,19,πλοῖον,ndnsc,308,308-2,18657
καταρτίζοντας,Mark,1,19,καταρτίζω,vppaamp,309,309-2,18658
τὰ,Mark,1,19,ὁ,danp,310,310-2,18659
δίκτυα,Mark,1,19,δίκτυον,nanpc,311,311-2,18660
καὶ,Mark,1,20,καί,cc,312,312-2,18661
εὐθὺς,Mark,1,20,εὐθύς,b,313,313-2,18662
ἐκάλεσεν,Mark,1,20,καλέω,viaa3s,314,314-2,18663
αὐτούς,Mark,1,20,αὐτός,rpamp,315,315-2,18664
καὶ,Mark,1,20,καί,cc,316,316-2,18665
ἀφέντες,Mark,1,20,ἀφίημι,vpaanmp,317,317-2,18666
τὸν,Mark,1,20,ὁ,dams,318,318-2,18667
πατέρα,Mark,1,20,πατήρ,namsc,319,319-2,18668
αὐτῶν,Mark,1,20,αὐτός,rpgmp,320,320-2,18669
Ζεβεδαῖον,Mark,1,20,Ζεβεδαῖος,namsp,321,321-2,18670
ἐν,Mark,1,20,ἐν,pd,322,322-2,18671
τῷ,Mark,1,20,ὁ,ddns,323,323-2,18672
πλοίῳ,Mark,1,20,πλοῖον,ndnsc,324,324-2,18673
μετὰ,Mark,1,20,μετά,pg,325,325-2,18674
τῶν,Mark,1,20,ὁ,dgmp,326,326-2,18675
μισθωτῶν,Mark,1,20,μισθωτός,angmpn,327,327-2,18676
ἀπῆλθον,Mark,1,20,ἀπέρχομαι,viaa3p,328,328-2,18677
ὀπίσω,Mark,1,20,ὀπίσω,pg,329,329-2,18678
αὐτοῦ,Mark,1,20,αὐτός,rpgms,330,330-2,18679
Καὶ,Mark,1,21,καί,cc,331,331-2,18680
εἰσπορεύονται,Mark,1,21,εἰσπορεύομαι,vipm3p,332,332-2,18681
εἰς,Mark,1,21,εἰς,pa,333,333-2,18682
Καφαρναούμ,Mark,1,21,Καφαρναούμ,nafsp,334,334-2,18683
καὶ,Mark,1,21,καί,cc,335,335-2,18684
εὐθὺς,Mark,1,21,εὐθύς,b,336,336-2,18685
τοῖς,Mark,1,21,ὁ,ddnp,337,337-2,18686
σάββασιν,Mark,1,21,σάββατον,ndnpc,338,338-2,18687
εἰσελθὼν,Mark,1,21,εἰσέρχομαι,vpaanms,339,339-2,18688
εἰς,Mark,1,21,εἰς,pa,340,340-2,18689
τὴν,Mark,1,21,ὁ,dafs,341,341-2,18690
συναγωγὴν,Mark,1,21,συναγωγή,nafsc,342,342-2,18691
ἐδίδασκεν,Mark,1,21,διδάσκω,viia3s,343,343-2,18692
καὶ,Mark,1,22,καί,cc,344,344-2,18693
ἐξεπλήσσοντο,Mark,1,22,ἐκπλήσσω,viip3p,345,345-2,18694
ἐπὶ,Mark,1,22,ἐπί,pd,346,346-2,18695
τῇ,Mark,1,22,ὁ,ddfs,347,347-2,18696
διδαχῇ,Mark,1,22,διδαχή,ndfsc,348,348-2,18697
αὐτοῦ,Mark,1,22,αὐτός,rpgms,349,349-2,18698
ἦν,Mark,1,22,εἰμί,viia3s,350,350-2,18699
γὰρ,Mark,1,22,γάρ,cc,351,351-2,18700
διδάσκων,Mark,1,22,διδάσκω,vppanms,352,352-2,18701
αὐτοὺς,Mark,1,22,αὐτός,rpamp,353,353-2,18702
ὡς,Mark,1,22,ὡς,cs,354,354-2,18703
ἐξουσίαν,Mark,1,22,ἐξουσία,nafsc,355,355-2,18704
ἔχων,Mark,1,22,ἔχω,vppanms,356,356-2,18705
καὶ,Mark,1,22,καί,cc,357,357-2,18706
οὐχ,Mark,1,22,οὐ,b,358,358-2,18707
ὡς,Mark,1,22,ὡς,cs,359,359-2,18708
οἱ,Mark,1,22,ὁ,dnmp,360,360-2,18709
γραμματεῖς,Mark,1,22,γραμματεύς,nnmpc,361,361-2,18710
Καὶ,Mark,1,23,καί,cc,362,362-2,18711
εὐθὺς,Mark,1,23,εὐθύς,b,363,363-2,18712
ἦν,Mark,1,23,εἰμί,viia3s,364,364-2,18713
ἐν,Mark,1,23,ἐν,pd,365,365-2,18714
τῇ,Mark,1,23,ὁ,ddfs,366,366-2,18715
συναγωγῇ,Mark,1,23,συναγωγή,ndfsc,367,367-2,18716
αὐτῶν,Mark,1,23,αὐτός,rpgmp,368,368-2,18717
ἄνθρωπος,Mark,1,23,ἄνθρωπος,nnmsc,369,369-2,18718
ἐν,Mark,1,23,ἐν,pd,370,370-2,18719
πνεύματι,Mark,1,23,πνεῦμα,ndnsc,371,371-2,18720
ἀκαθάρτῳ,Mark,1,23,ἀκάθαρτος,andnsn,372,372-2,18721
καὶ,Mark,1,23,καί,cc,373,373-2,18722
ἀνέκραξεν,Mark,1,23,ἀνακράζω,viaa3s,374,374-2,18723
λέγων,Mark,1,24,λέγω,vppanms,375,375-2,18724
τί,Mark,1,24,τίς,rqnns,376,376-2,18725
ἡμῖν,Mark,1,24,ἐγώ,rpd-p,377,377-2,18726
καὶ,Mark,1,24,καί,cc,378,378-2,18727
σοί,Mark,1,24,σύ,rpd-s,379,379-2,18728
Ἰησοῦ,Mark,1,24,Ἰησοῦς,nvmsp,380,380-2,18729
Ναζαρηνέ,Mark,1,24,Ναζαρηνός,anvmsn,381,381-2,18730
ἦλθες,Mark,1,24,ἔρχομαι,viaa2s,382,382-2,18731
ἀπολέσαι,Mark,1,24,ἀπόλλυμι,vnaa,383,383-2,18732
ἡμᾶς,Mark,1,24,ἐγώ,rpa-p,384,384-2,18733
οἶδά,Mark,1,24,οἶδα,vixa1s,385,385-2,18734
σε,Mark,1,24,σύ,rpa-s,386,386-2,18735
τίς,Mark,1,24,τίς,rqnms,387,387-2,18736
εἶ,Mark,1,24,εἰμί,vipa2s,388,388-2,18737
ὁ,Mark,1,24,ὁ,dnms,389,389-2,18738
ἅγιος,Mark,1,24,ἅγιος,annmsn,390,390-2,18739
τοῦ,Mark,1,24,ὁ,dgms,391,391-2,18740
θεοῦ,Mark,1,24,θεός,ngmsc,392,392-2,18741
καὶ,Mark,1,25,καί,cc,393,393-2,18742
ἐπετίμησεν,Mark,1,25,ἐπιτιμάω,viaa3s,394,394-2,18743
αὐτῷ,Mark,1,25,αὐτός,rpdms,395,395-2,18744
ὁ,Mark,1,25,ὁ,dnms,396,396-2,18745
Ἰησοῦς,Mark,1,25,Ἰησοῦς,nnmsp,397,397-2,18746
λέγων,Mark,1,25,λέγω,vppanms,398,398-2,18747
