Text,Book,Chapter,Verse,Lemma,POS,Order,ID,SequenceID
Ἐπειδήπερ,Luke,1,1,ἐπειδήπερ,cs,1,1-3,29659
πολλοὶ,Luke,1,1,πολύς,annmpn,2,2-3,29660
ἐπεχείρησαν,Luke,1,1,ἐπιχειρέω,viaa3p,3,3-3,29661
ἀνατάξασθαι,Luke,1,1,ἀνατάσσομαι,vnam,4,4-3,29662
διήγησιν,Luke,1,1,διήγησις,nafsc,5,5-3,29663
περὶ,Luke,1,1,περί,pg,6,6-3,29664
τῶν,Luke,1,1,ὁ,dgnp,7,7-3,29665
πεπληροφορημένων,Luke,1,1,πληροφορέω,vpxpgnp,8,8-3,29666
ἐν,Luke,1,1,ἐν,pd,9,9-3,29667
ἡμῖν,Luke,1,1,ἐγώ,rpd-p,10,10-3,29668
πραγμάτων,Luke,1,1,πρᾶγμα,ngnpc,11,11-3,29669
καθὼς,Luke,1,2,καθώς,cs,12,12-3,29670
παρέδοσαν,Luke,1,2,παραδίδωμι,viaa3p,13,13-3,29671
ἡμῖν,Luke,1,2,ἐγώ,rpd-p,14,14-3,29672
οἱ,Luke,1,2,ὁ,dnmp,15,15-3,29673
ἀπ,Luke,1,2,ἀπό,pg,16,16-3,29674
ἀρχῆς,Luke,1,2,ἀρχή,ngfsc,17,17-3,29675
αὐτόπται,Luke,1,2,αὐτόπτης,nnmpc,18,18-3,29676
καὶ,Luke,1,2,καί,cc,19,19-3,29677
ὑπηρέται,Luke,1,2,ὑπηρέτης,nnmpc,20,20-3,29678
γενόμενοι,Luke,1,2,γίνομαι,vpamnmp,21,21-3,29679
τοῦ,Luke,1,2,ὁ,dgms,22,22-3,29680
λόγου,Luke,1,2,λόγος,ngmsc,23,23-3,29681
ἔδοξεν,Luke,1,3,δοκέω,viaa3s,24,24-3,29682
κἀμοὶ,Luke,1,3,καί+ἐγώ,b&rpd-s,25,25-3,29683
παρηκολουθηκότι,Luke,1,3,παρακολουθέω,vpxadms,26,26-3,29684
ἄνωθεν,Luke,1,3,ἄνωθεν,b,27,27-3,29685
πᾶσιν,Luke,1,3,πᾶς,aidnpn,28,28-3,29686
ἀκριβῶς,Luke,1,3,ἀκριβῶς,b,29,29-3,29687
καθεξῆς,Luke,1,3,καθεξῆς,b,30,30-3,29688
σοι,Luke,1,3,σύ,rpd-s,31,31-3,29689
γράψαι,Luke,1,3,γράφω,vnaa,32,32-3,29690
κράτιστε,Luke,1,3,κράτιστος,anvmss,33,33-3,29691
Θεόφιλε,Luke,1,3,Θεόφιλος,nvmsp,34,34-3,29692
ἵνα,Luke,1,4,ἵνα,cs,35,35-3,29693
ἐπιγνῷς,Luke,1,4,ἐπιγινώσκω,vsaa2s,36,36-3,29694
περὶ,Luke,1,4,περί,pg,37,37-3,29695
ὧν,Luke,1,4,ὅς,rrgmp,38,38-3,29696
κατηχήθης,Luke,1,4,κατηχέω,viap2s,39,39-3,29697
λόγων,Luke,1,4,λόγος,ngmpc,40,40-3,29698
τὴν,Luke,1,4,ὁ,dafs,41,41-3,29699
ἀσφάλειαν,Luke,1,4,ἀσφάλεια,nafsc,42,42-3,29700
Ἐγένετο,Luke,1,5,γίνομαι,viam3s,43,43-3,29701
ἐν,Luke,1,5,ἐν,pd,44,44-3,29702
ταῖς,Luke,1,5,ὁ,ddfp,45,45-3,29703
ἡμέραις,Luke,1,5,ἡμέρα,ndfpc,46,46-3,29704
Ἡρῴδου,Luke,1,5,Ἡρῴδης,ngmsp,47,47-3,29705
βασιλέως,Luke,1,5,βασιλεύς,ngmsc,48,48-3,29706
τῆς,Luke,1,5,ὁ,dgfs,49,49-3,29707
Ἰουδαίας,Luke,1,5,Ἰουδαία,ngfsp,50,50-3,29708
ἱερεύς,Luke,1,5,ἱερεύς,nnmsc,51,51-3,29709
τις,Luke,1,5,τὶς,ainmsn,52,52-3,29710
ὀνόματι,Luke,1,5,ὄνομα,ndnsc,53,53-3,29711
Ζαχαρίας,Luke,1,5,Ζαχαρίας,nnmsp,54,54-3,29712
ἐξ,Luke,1,5,ἐκ,pg,55,55-3,29713
ἐφημερίας,Luke,1,5,ἐφημερία,ngfsc,56,56-3,29714
Ἀβιά,Luke,1,5,Ἀβιά,ngmsp,57,57-3,29715
καὶ,Luke,1,5,καί,cc,58,58-3,29716
γυνὴ,Luke,1,5,γυνή,nnfsc,59,59-3,29717
αὐτῷ,Luke,1,5,αὐτός,rpdms,60,60-3,29718
ἐκ,Luke,1,5,ἐκ,pg,61,61-3,29719
τῶν,Luke,1,5,ὁ,dgfp,62,62-3,29720
θυγατέρων,Luke,1,5,θυγάτηρ,ngfpc,63,63-3,29721
Ἀαρὼν,Luke,1,5,Ἀαρών,ngmsp,64,64-3,29722
καὶ,Luke,1,5,καί,cc,65,65-3,29723
τὸ,Luke,1,5,ὁ,dnns,66,66-3,29724
ὄνομα,Luke,1,5,ὄνομα,nnnsc,67,67-3,29725
αὐτῆς,Luke,1,5,αὐτός,rpgfs,68,68-3,29726
Ἐλισάβετ,Luke,1,5,Ἐλισάβετ,nnfsp,69,69-3,29727
ἦσαν,Luke,1,6,εἰμί,viia3p,70,70-3,29728
δὲ,Luke,1,6,δέ,cc,71,71-3,29729
δίκαιοι,Luke,1,6,δίκαιος,annmpn,72,72-3,29730
ἀμφότεροι,Luke,1,6,ἀμφότεροι,annmpn,73,73-3,29731
ἐναντίον,Luke,1,6,ἐναντίον,pg,74,74-3,29732
τοῦ,Luke,1,6,ὁ,dgms,75,75-3,29733
θεοῦ,Luke,1,6,θεός,ngmsc,76,76-3,29734
πορευόμενοι,Luke,1,6,πορεύομαι,vppmnmp,77,77-3,29735
ἐν,Luke,1,6,ἐν,pd,78,78-3,29736
πάσαις,Luke,1,6,πᾶς,aidfpn,79,79-3,29737
ταῖς,Luke,1,6,ὁ,ddfp,80,80-3,29738
ἐντολαῖς,Luke,1,6,ἐντολή,ndfpc,81,81-3,29739
καὶ,Luke,1,6,καί,cc,82,82-3,29740
δικαιώμασιν,Luke,1,6,δικαίωμα,ndnpc,83,83-3,29741
τοῦ,Luke,1,6,ὁ,dgms,84,84-3,29742
κυρίου,Luke,1,6,κύριος,ngmsc,85,85-3,29743
ἄμεμπτοι,Luke,1,6,ἄμεμπτος,annmpn,86,86-3,29744
καὶ,Luke,1,7,καί,cc,87,87-3,29745
οὐκ,Luke,1,7,οὐ,b,88,88-3,29746
ἦν,Luke,1,7,εἰμί,viia3s,89,89-3,29747
αὐτοῖς,Luke,1,7,αὐτός,rpdmp,90,90-3,29748
τέκνον,Luke,1,7,τέκνον,nnnsc,91,91-3,29749
καθότι,Luke,1,7,καθότι,cs,92,92-3,29750
ἦν,Luke,1,7,εἰμί,viia3s,93,93-3,29751
ἡ,Luke,1,7,ὁ,dnfs,94,94-3,29752
Ἐλισάβετ,Luke,1,7,Ἐλισάβετ,nnfsp,95,95-3,29753
στεῖρα,Luke,1,7,στεῖρα,nnfsc,96,96-3,29754
καὶ,Luke,1,7,καί,cc,97,97-3,29755
ἀμφότεροι,Luke,1,7,ἀμφότεροι,annmpn,98,98-3,29756
προβεβηκότες,Luke,1,7,προβαίνω,vpxanmp,99,99-3,29757
ἐν,Luke,1,7,ἐν,pd,100,100-3,29758
ταῖς,Luke,1,7,ὁ,ddfp,101,101-3,29759
ἡμέραις,Luke,1,7,ἡμέρα,ndfpc,102,102-3,29760
αὐτῶν,Luke,1,7,αὐτός,rpgmp,103,103-3,29761
ἦσαν,Luke,1,7,εἰμί,viia3p,104,104-3,29762
Ἐγένετο,Luke,1,8,γίνομαι,viam3s,105,105-3,29763
δὲ,Luke,1,8,δέ,cc,106,106-3,29764
ἐν,Luke,1,8,ἐν,pd,107,107-3,29765
τῷ,Luke,1,8,ὁ,ddns,108,108-3,29766
ἱερατεύειν,Luke,1,8,ἱερατεύω,vnpa,109,109-3,29767
αὐτὸν,Luke,1,8,αὐτός,rpams,110,110-3,29768
ἐν,Luke,1,8,ἐν,pd,111,111-3,29769
τῇ,Luke,1,8,ὁ,ddfs,112,112-3,29770
τάξει,Luke,1,8,τάξις,ndfsc,113,113-3,29771
τῆς,Luke,1,8,ὁ,dgfs,114,114-3,29772
ἐφημερίας,Luke,1,8,ἐφημερία,ngfsc,115,115-3,29773
αὐτοῦ,Luke,1,8,αὐτός,rpgms,116,116-3,29774
ἔναντι,Luke,1,8,ἔναντι,pg,117,117-3,29775
τοῦ,Luke,1,8,ὁ,dgms,118,118-3,29776
θεοῦ,Luke,1,8,θεός,ngmsc,119,119-3,29777
κατὰ,Luke,1,9,κατά,pa,120,120-3,29778
τὸ,Luke,1,9,ὁ,dans,121,121-3,29779
ἔθος,Luke,1,9,ἔθος,nansc,122,122-3,29780
τῆς,Luke,1,9,ὁ,dgfs,123,123-3,29781
ἱερατείας,Luke,1,9,ἱερατεία,ngfsc,124,124-3,29782
ἔλαχεν,Luke,1,9,λαγχάνω,viaa3s,125,125-3,29783
τοῦ,Luke,1,9,ὁ,dgns,126,126-3,29784
θυμιᾶσαι,Luke,1,9,θυμιάω,vnaa,127,127-3,29785
εἰσελθὼν,Luke,1,9,εἰσέρχομαι,vpaanms,128,128-3,29786
εἰς,Luke,1,9,εἰς,pa,129,129-3,29787
τὸν,Luke,1,9,ὁ,dams,130,130-3,29788
ναὸν,Luke,1,9,ναός,namsc,131,131-3,29789
τοῦ,Luke,1,9,ὁ,dgms,132,132-3,29790
κυρίου,Luke,1,9,κύριος,ngmsc,133,133-3,29791
καὶ,Luke,1,10,καί,cc,134,134-3,29792
πᾶν,Luke,1,10,πᾶς,ainnsn,135,135-3,29793
τὸ,Luke,1,10,ὁ,dnns,136,136-3,29794
πλῆθος,Luke,1,10,πλῆθος,nnnsc,137,137-3,29795
ἦν,Luke,1,10,εἰμί,viia3s,138,138-3,29796
τοῦ,Luke,1,10,ὁ,dgms,139,139-3,29797
λαοῦ,Luke,1,10,λαός,ngmsc,140,140-3,29798
προσευχόμενον,Luke,1,10,προσεύχομαι,vppmnns,141,141-3,29799
ἔξω,Luke,1,10,ἔξω,b,142,142-3,29800
τῇ,Luke,1,10,ὁ,ddfs,143,143-3,29801
ὥρᾳ,Luke,1,10,ὥρα,ndfsc,144,144-3,29802
τοῦ,Luke,1,10,ὁ,dgns,145,145-3,29803
θυμιάματος,Luke,1,10,θυμίαμα,ngnsc,146,146-3,29804
ὤφθη,Luke,1,11,ὁράω,viap3s,147,147-3,29805
δὲ,Luke,1,11,δέ,cc,148,148-3,29806
αὐτῷ,Luke,1,11,αὐτός,rpdms,149,149-3,29807
ἄγγελος,Luke,1,11,ἄγγελος,nnmsc,150,150-3,29808
κυρίου,Luke,1,11,κύριος,ngmsc,151,151-3,29809
ἑστὼς,Luke,1,11,ἵστημι,vpxanms,152,152-3,29810
ἐκ,Luke,1,11,ἐκ,pg,153,153-3,29811
δεξιῶν,Luke,1,11,δεξιός,angnpn,154,154-3,29812
τοῦ,Luke,1,11,ὁ,dgns,155,155-3,29813
θυσιαστηρίου,Luke,1,11,θυσιαστήριον,ngnsc,156,156-3,29814
τοῦ,Luke,1,11,ὁ,dgns,157,157-3,29815
θυμιάματος,Luke,1,11,θυμίαμα,ngnsc,158,158-3,29816
καὶ,Luke,1,12,καί,cc,159,159-3,29817
ἐταράχθη,Luke,1,12,ταράσσω,viap3s,160,160-3,29818
Ζαχαρίας,Luke,1,12,Ζαχαρίας,nnmsp,161,161-3,29819
ἰδὼν,Luke,1,12,ὁράω,vpaanms,162,162-3,29820
καὶ,Luke,1,12,καί,cc,163,163-3,29821
φόβος,Luke,1,12,φόβος,nnmsc,164,164-3,29822
ἐπέπεσεν,Luke,1,12,ἐπιπίπτω,viaa3s,165,165-3,29823
ἐπ,Luke,1,12,ἐπί,pa,166,166-3,29824
αὐτόν,Luke,1,12,αὐτός,rpams,167,167-3,29825
εἶπεν,Luke,1,13,λέγω,viaa3s,168,168-3,29826
δὲ,Luke,1,13,δέ,cc,169,169-3,29827
πρὸς,Luke,1,13,πρός,pa,170,170-3,29828
αὐτὸν,Luke,1,13,αὐτός,rpams,171,171-3,29829
ὁ,Luke,1,13,ὁ,dnms,172,172-3,29830
ἄγγελος,Luke,1,13,ἄγγελος,nnmsc,173,173-3,29831
μὴ,Luke,1,13,μή,x,174,174-3,29832
φοβοῦ,Luke,1,13,φοβέω,vdpm2s,175,175-3,29833
Ζαχαρία,Luke,1,13,Ζαχαρίας,nvmsp,176,176-3,29834
διότι,Luke,1,13,διότι,cs,177,177-3,29835
εἰσηκούσθη,Luke,1,13,εἰσακούω,viap3s,178,178-3,29836
ἡ,Luke,1,13,ὁ,dnfs,179,179-3,29837
δέησίς,Luke,1,13,δέησις,nnfsc,180,180-3,29838
σου,Luke,1,13,σύ,rpg-s,181,181-3,29839
καὶ,Luke,1,13,καί,cc,182,182-3,29840
ἡ,Luke,1,13,ὁ,dnfs,183,183-3,29841
γυνή,Luke,1,13,γυνή,nnfsc,184,184-3,29842
σου,Luke,1,13,σύ,rpg-s,185,185-3,29843
Ἐλισάβετ,Luke,1,13,Ἐλισάβετ,nnfsp,186,186-3,29844
γεννήσει,Luke,1,13,γεννάω,vifa3s,187,187-3,29845
υἱόν,Luke,1,13,υἱός,namsc,188,188-3,29846
σοι,Luke,1,13,σύ,rpd-s,189,189-3,29847
καὶ,Luke,1,13,καί,cc,190,190-3,29848
καλέσεις,Luke,1,13,καλέω,vifa2s,191,191-3,29849
τὸ,Luke,1,13,ὁ,dans,192,192-3,29850
ὄνομα,Luke,1,13,ὄνομα,nansc,193,193-3,29851
αὐτοῦ,Luke,1,13,αὐτός,rpgms,194,194-3,29852
Ἰωάννην,Luke,1,13,Ἰωάννης,namsp,195,195-3,29853
καὶ,Luke,1,14,καί,cc,196,196-3,29854
ἔσται,Luke,1,14,εἰμί,vifm3s,197,197-3,29855
χαρά,Luke,1,14,χαρά,nnfsc,198,198-3,29856
σοι,Luke,1,14,σύ,rpd-s,199,199-3,29857
καὶ,Luke,1,14,καί,cc,200,200-3,29858
ἀγαλλίασις,Luke,1,14,ἀγαλλίασις,nnfsc,201,201-3,29859
καὶ,Luke,1,14,καί,cc,202,202-3,29860
πολλοὶ,Luke,1,14,πολύς,annmpn,203,203-3,29861
ἐπὶ,Luke,1,14,ἐπί,pd,204,204-3,29862
τῇ,Luke,1,14,ὁ,ddfs,205,205-3,29863
γενέσει,Luke,1,14,γένεσις,ndfsc,206,206-3,29864
αὐτοῦ,Luke,1,14,αὐτός,rpgms,207,207-3,29865
χαρήσονται,Luke,1,14,χαίρω,vifp3p,208,208-3,29866
ἔσται,Luke,1,15,εἰμί,vifm3s,209,209-3,29867
γὰρ,Luke,1,15,γάρ,cc,210,210-3,29868
μέγας,Luke,1,15,μέγας,annmsn,211,211-3,29869
ἐνώπιον,Luke,1,15,ἐνώπιον,pg,212,212-3,29870
τοῦ,Luke,1,15,ὁ,dgms,213,213-3,29871
κυρίου,Luke,1,15,κύριος,ngmsc,214,214-3,29872
καὶ,Luke,1,15,καί,cc,215,215-3,29873
οἶνον,Luke,1,15,οἶνος,namsc,216,216-3,29874
καὶ,Luke,1,15,καί,cc,217,217-3,29875
σίκερα,Luke,1,15,σίκερα,nansc,218,218-3,29876
οὐ,Luke,1,15,οὐ,b,219,219-3,29877
μὴ,Luke,1,15,μή,x,220,220-3,29878
πίῃ,Luke,1,15,πίνω,vsaa3s,221,221-3,29879
καὶ,Luke,1,15,καί,cc,222,222-3,29880
πνεύματος,Luke,1,15,πνεῦμα,ngnsc,223,223-3,29881
ἁγίου,Luke,1,15,ἅγιος,angnsn,224,224-3,29882
πλησθήσεται,Luke,1,15,πίμπλημι,vifp3s,225,225-3,29883
ἔτι,Luke,1,15,ἔτι,b,226,226-3,29884
ἐκ,Luke,1,15,ἐκ,pg,227,227-3,29885
κοιλίας,Luke,1,15,κοιλία,ngfsc,228,228-3,29886
μητρὸς,Luke,1,15,μήτηρ,ngfsc,229,229-3,29887
αὐτοῦ,Luke,1,15,αὐτός,rpgms,230,230-3,29888
καὶ,Luke,1,16,καί,cc,231,231-3,29889
πολλοὺς,Luke,1,16,πολύς,anampn,232,232-3,29890
τῶν,Luke,1,16,ὁ,dgmp,233,233-3,29891
υἱῶν,Luke,1,16,υἱός,ngmpc,234,234-3,29892
Ἰσραὴλ,Luke,1,16,Ἰσραήλ,ngmsp,235,235-3,29893
ἐπιστρέψει,Luke,1,16,ἐπιστρέφω,vifa3s,236,236-3,29894
ἐπὶ,Luke,1,16,ἐπί,pa,237,237-3,29895
κύριον,Luke,1,16,κύριος,namsc,238,238-3,29896
τὸν,Luke,1,16,ὁ,dams,239,239-3,29897
θεὸν,Luke,1,16,θεός,namsc,240,240-3,29898
αὐτῶν,Luke,1,16,αὐτός,rpgmp,241,241-3,29899
καὶ,Luke,1,17,καί,cc,242,242-3,29900
αὐτὸς,Luke,1,17,αὐτός,rtnms,243,243-3,29901
προελεύσεται,Luke,1,17,προέρχομαι,vifm3s,244,244-3,29902
ἐνώπιον,Luke,1,17,ἐνώπιον,pg,245,245-3,29903
αὐτοῦ,Luke,1,17,αὐτός,rpgms,246,246-3,29904
ἐν,Luke,1,17,ἐν,pd,247,247-3,29905
πνεύματι,Luke,1,17,πνεῦμα,ndnsc,248,248-3,29906
καὶ,Luke,1,17,καί,cc,249,249-3,29907
δυνάμει,Luke,1,17,δύναμις,ndfsc,250,250-3,29908
Ἠλίου,Luke,1,17,Ἠλίας,ngmsp,251,251-3,29909
ἐπιστρέψαι,Luke,1,17,ἐπιστρέφω,vnaa,252,252-3,29910
καρδίας,Luke,1,17,καρδία,nafpc,253,253-3,29911
πατέρων,Luke,1,17,πατήρ,ngmpc,254,254-3,29912
ἐπὶ,Luke,1,17,ἐπί,pa,255,255-3,29913
τέκνα,Luke,1,17,τέκνον,nanpc,256,256-3,29914
καὶ,Luke,1,17,καί,cc,257,257-3,29915
ἀπειθεῖς,Luke,1,17,ἀπειθής,anampn,258,258-3,29916
ἐν,Luke,1,17,ἐν,pd,259,259-3,29917
φρονήσει,Luke,1,17,φρόνησις,ndfsc,260,260-3,29918
δικαίων,Luke,1,17,δίκαιος,angmpn,261,261-3,29919
ἑτοιμάσαι,Luke,1,17,ἑτοιμάζω,vnaa,262,262-3,29920
κυρίῳ,Luke,1,17,κύριος,ndmsc,263,263-3,29921
λαὸν,Luke,1,17,λαός,namsc,264,264-3,29922
κατεσκευασμένον,Luke,1,17,κατασκευάζω,vpxpams,265,265-3,29923
καὶ,Luke,1,18,καί,cc,266,266-3,29924
εἶπεν,Luke,1,18,λέγω,viaa3s,267,267-3,29925
Ζαχαρίας,Luke,1,18,Ζαχαρίας,nnmsp,268,268-3,29926
πρὸς,Luke,1,18,πρός,pa,269,269-3,29927
τὸν,Luke,1,18,ὁ,dams,270,270-3,29928
ἄγγελον,Luke,1,18,ἄγγελος,namsc,271,271-3,29929
κατὰ,Luke,1,18,κατά,pa,272,272-3,29930
τί,Luke,1,18,τίς,rqans,273,273-3,29931
γνώσομαι,Luke,1,18,γινώσκω,vifm1s,274,274-3,29932
τοῦτο,Luke,1,18,οὗτος,rdans,275,275-3,29933
ἐγὼ,Luke,1,18,ἐγώ,rpn-s,276,276-3,29934
γάρ,Luke,1,18,γάρ,cc,277,277-3,29935
εἰμι,Luke,1,18,εἰμί,vipa1s,278,278-3,29936
πρεσβύτης,Luke,1,18,πρεσβύτης,nnmsc,279,279-3,29937
καὶ,Luke,1,18,καί,cc,280,280-3,29938
ἡ,Luke,1,18,ὁ,dnfs,281,281-3,29939
γυνή,Luke,1,18,γυνή,nnfsc,282,282-3,29940
μου,Luke,1,18,ἐγώ,rpg-s,283,283-3,29941
προβεβηκυῖα,Luke,1,18,προβαίνω,vpxanfs,284,284-3,29942
ἐν,Luke,1,18,ἐν,pd,285,285-3,29943
ταῖς,Luke,1,18,ὁ,ddfp,286,286-3,29944
ἡμέραις,Luke,1,18,ἡμέρα,ndfpc,287,287-3,29945
αὐτῆς,Luke,1,18,αὐτός,rpgfs,288,288-3,29946
καὶ,Luke,1,19,καί,cc,289,289-3,29947
ἀποκριθεὶς,Luke,1,19,ἀποκρίνομαι,vpapnms,290,290-3,29948
ὁ,Luke,1,19,ὁ,dnms,291,291-3,29949
ἄγγελος,Luke,1,19,ἄγγελος,nnmsc,292,292-3,29950
εἶπεν,Luke,1,19,λέγω,viaa3s,293,293-3,29951
αὐτῷ,Luke,1,19,αὐτός,rpdms,294,294-3,29952
ἐγώ,Luke,1,19,ἐγώ,rpn-s,295,295-3,29953
εἰμι,Luke,1,19,εἰμί,vipa1s,296,296-3,29954
Γαβριὴλ,Luke,1,19,Γαβριήλ,nnmsp,297,297-3,29955
ὁ,Luke,1,19,ὁ,dnms,298,298-3,29956
παρεστηκὼς,Luke,1,19,παρίστημι,vpxanms,299,299-3,29957
ἐνώπιον,Luke,1,19,ἐνώπιον,pg,300,300-3,29958
τοῦ,Luke,1,19,ὁ,dgms,301,301-3,29959
θεοῦ,Luke,1,19,θεός,ngmsc,302,302-3,29960
καὶ,Luke,1,19,καί,cc,303,303-3,29961
ἀπεστάλην,Luke,1,19,ἀποστέλλω,viap1s,304,304-3,29962
λαλῆσαι,Luke,1,19,λαλέω,vnaa,305,305-3,29963
πρὸς,Luke,1,19,πρός,pa,306,306-3,29964
σὲ,Luke,1,19,σύ,rpa-s,307,307-3,29965
καὶ,Luke,1,19,καί,cc,308,308-3,29966
εὐαγγελίσασθαί,Luke,1,19,εὐαγγελίζω,vnam,309,309-3,29967
σοι,Luke,1,19,σύ,rpd-s,310,310-3,29968
ταῦτα,Luke,1,19,οὗτος,rdanp,311,311-3,29969
καὶ,Luke,1,20,καί,cc,312,312-3,29970
ἰδοὺ,Luke,1,20,ἰδού,i,313,313-3,29971
ἔσῃ,Luke,1,20,εἰμί,vifm2s,314,314-3,29972
σιωπῶν,Luke,1,20,σιωπάω,vppanms,315,315-3,29973
καὶ,Luke,1,20,καί,cc,316,316-3,29974
μὴ,Luke,1,20,μή,x,317,317-3,29975
δυνάμενος,Luke,1,20,δύναμαι,vppmnms,318,318-3,29976
λαλῆσαι,Luke,1,20,λαλέω,vnaa,319,319-3,29977
ἄχρι,Luke,1,20,ἄχρι,pg,320,320-3,29978
ἧς,Luke,1,20,ὅς,rrgfs,321,321-3,29979
ἡμέρας,Luke,1,20,ἡμέρα,ngfsc,322,322-3,29980
γένηται,Luke,1,20,γίνομαι,vsam3s,323,323-3,29981
ταῦτα,Luke,1,20,οὗτος,rdnnp,324,324-3,29982
ἀνθ,Luke,1,20,ἀντί,pg,325,325-3,29983
ὧν,Luke,1,20,ὅς,rrgnp,326,326-3,29984
οὐκ,Luke,1,20,οὐ,b,327,327-3,29985
ἐπίστευσας,Luke,1,20,πιστεύω,viaa2s,328,328-3,29986
τοῖς,Luke,1,20,ὁ,ddmp,329,329-3,29987
λόγοις,Luke,1,20,λόγος,ndmpc,330,330-3,29988
μου,Luke,1,20,ἐγώ,rpg-s,331,331-3,29989
οἵτινες,Luke,1,20,ὅστις,rrnmp,332,332-3,29990
πληρωθήσονται,Luke,1,20,πληρόω,vifp3p,333,333-3,29991
εἰς,Luke,1,20,εἰς,pa,334,334-3,29992
τὸν,Luke,1,20,ὁ,dams,335,335-3,29993
καιρὸν,Luke,1,20,καιρός,namsc,336,336-3,29994
αὐτῶν,Luke,1,20,αὐτός,rpgmp,337,337-3,29995
Καὶ,Luke,1,21,καί,cc,338,338-3,29996
ἦν,Luke,1,21,εἰμί,viia3s,339,339-3,29997
ὁ,Luke,1,21,ὁ,dnms,340,340-3,29998
λαὸς,Luke,1,21,λαός,nnmsc,341,341-3,29999
προσδοκῶν,Luke,1,21,προσδοκάω,vppanms,342,342-3,30000
τὸν,Luke,1,21,ὁ,dams,343,343-3,30001
Ζαχαρίαν,Luke,1,21,Ζαχαρίας,namsp,344,344-3,30002
καὶ,Luke,1,21,καί,cc,345,345-3,30003
ἐθαύμαζον,Luke,1,21,θαυμάζω,viia3p,346,346-3,30004
ἐν,Luke,1,21,ἐν,pd,347,347-3,30005
τῷ,Luke,1,21,ὁ,ddns,348,348-3,30006
χρονίζειν,Luke,1,21,χρονίζω,vnpa,349,349-3,30007
ἐν,Luke,1,21,ἐν,pd,350,350-3,30008
τῷ,Luke,1,21,ὁ,ddms,351,351-3,30009
ναῷ,Luke,1,21,ναός,ndmsc,352,352-3,30010
αὐτόν,Luke,1,21,αὐτός,rpams,353,353-3,30011
ἐξελθὼν,Luke,1,22,ἐξέρχομαι,vpaanms,354,354-3,30012
δὲ,Luke,1,22,δέ,cc,355,355-3,30013
οὐκ,Luke,1,22,οὐ,b,356,356-3,30014
ἐδύνατο,Luke,1,22,δύναμαι,viim3s,357,357-3,30015
λαλῆσαι,Luke,1,22,λαλέω,vnaa,358,358-3,30016
αὐτοῖς,Luke,1,22,αὐτός,rpdmp,359,359-3,30017
καὶ,Luke,1,22,καί,cc,360,360-3,30018
ἐπέγνωσαν,Luke,1,22,ἐπιγινώσκω,viaa3p,361,361-3,30019
ὅτι,Luke,1,22,ὅτι,cs,362,362-3,30020
ὀπτασίαν,Luke,1,22,ὀπτασία,nafsc,363,363-3,30021
ἑώρακεν,Luke,1,22,ὁράω,vixa3s,364,364-3,30022
ἐν,Luke,1,22,ἐν,pd,365,365-3,30023
τῷ,Luke,1,22,ὁ,ddms,366,366-3,30024
ναῷ,Luke,1,22,ναός,ndmsc,367,367-3,30025
καὶ,Luke,1,22,καί,cc,368,368-3,30026
αὐτὸς,Luke,1,22,αὐτός,rtnms,369,369-3,30027
ἦν,Luke,1,22,εἰμί,viia3s,370,370-3,30028
διανεύων,Luke,1,22,διανεύω,vppanms,371,371-3,30029
αὐτοῖς,Luke,1,22,αὐτός,rpdmp,372,372-3,30030
καὶ,Luke,1,22,καί,cc,373,373-3,30031
διέμενεν,Luke,1,22,διαμένω,viia3s,374,374-3,30032
κωφός,Luke,1,22,κωφός,annmsn,375,375-3,30033
καὶ,Luke,1,23,καί,cc,376,376-3,30034
ἐγένετο,Luke,1,23,γίνομαι,viam3s,377,377-3,30035
ὡς,Luke,1,23,ὡς,cs,378,378-3,30036
ἐπλήσθησαν,Luke,1,23,πίμπλημι,viap3p,379,379-3,30037
αἱ,Luke,1,23,ὁ,dnfp,380,380-3,30038
ἡμέραι,Luke,1,23,ἡμέρα,nnfpc,381,381-3,30039
τῆς,Luke,1,23,ὁ,dgfs,382,382-3,30040
λειτουργίας,Luke,1,23,λειτουργία,ngfsc,383,383-3,30041
αὐτοῦ,Luke,1,23,αὐτός,rpgms,384,384-3,30042
ἀπῆλθεν,Luke,1,23,ἀπέρχομαι,viaa3s,385,385-3,30043
εἰς,Luke,1,23,εἰς,pa,386,386-3,30044
τὸν,Luke,1,23,ὁ,dams,387,387-3,30045
οἶκον,Luke,1,23,οἶκος,namsc,388,388-3,30046
αὐτοῦ,Luke,1,23,αὐτός,rpgms,389,389-3,30047
Μετὰ,Luke,1,24,μετά,pa,390,390-3,30048
δὲ,Luke,1,24,δέ,cc,391,391-3,30049
ταύτας,Luke,1,24,οὗτος,rdafp,392,392-3,30050
τὰς,Luke,1,24,ὁ,dafp,393,393-3,30051
ἡμέρας,Luke,1,24,ἡμέρα,nafpc,394,394-3,30052
συνέλαβεν,Luke,1,24,συλλαμβάνω,viaa3s,395,395-3,30053
Ἐλισάβετ,Luke,1,24,Ἐλισάβετ,nnfsp,396,396-3,30054
ἡ,Luke,1,24,ὁ,dnfs,397,397-3,30055
γυνὴ,Luke,1,24,γυνή,nnfsc,398,398-3,30056
αὐτοῦ,Luke,1,24,αὐτός,rpgms,399,399-3,30057
καὶ,Luke,1,24,καί,cc,400,400-3,30058
περιέκρυβεν,Luke,1,24,περικρύβω,viia3s,401,401-3,30059
